"DT_GERACAO";"HH_GERACAO";"NR_ANO_REFERENCIA";"CD_ELEICAO";"NM_URNA";"NR_CANDIDATO";"SG_UF_UA";"SG_UE";"NM_UE_UA";"CONTRATANTE";"NR_CPF_CNPJ_EMITENTE";"CD_NATUREZA_OPERACAO";"CD_MODELO";"NM_UNIDADE_ARRECADADORA";"DT_EMISSAO";"NR_NOTA_FISCAL";"NR_SERIE";"VR_NOTA_FISCAL";"NR_CHAVE_ACESSO";"NM_URL_ACESSO"
"26/12/2023";"12:02:27";2022;546;"SANDRA OLIVEIRA";40115;"MA";"MA";"MARANHÃO";"Titular";"35123447000213";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-30 00:00:00";36741;"001";58.69;"00000021220935123447000213550010000367411463218457";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"SANDRA OLIVEIRA";40115;"MA";"MA";"MARANHÃO";"Titular";"35123447000132";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-28 00:00:00";29581;"001";500.0;"00000021220935123447000132550010000295811519838929";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"SANDRA OLIVEIRA";40115;"MA";"MA";"SÃO LUÍS";"Titular";"22429210000132";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-10-03 00:00:00";171;"001";1170.0;"812910C1C3CD4F1B1BB1CD3C22B81D4A";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"SANDRA OLIVEIRA";40115;"MA";"MA";"MARANHÃO";"Titular";"35123447000132";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-30 00:00:00";29598;"001";20.0;"00000021220935123447000132550010000295981781758730";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"SANDRA OLIVEIRA";40115;"MA";"MA";"SÃO LUÍS";"Titular";"22429210000132";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-21 00:00:00";169;"001";1695.47;"623BC5C40A398482CD4B22E69378D926";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"SANDRA OLIVEIRA";40115;"MA";"MA";"MARANHÃO";"Titular";"35123447000213";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-30 00:00:00";36740;"001";58.69;"00000021220935123447000213550010000367401906081512";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"SANDRA OLIVEIRA";40115;"MA";"MA";"MARANHÃO";"Titular";"47449044000167";"DEVO";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-10-04 00:00:00";36804;"001";58.69;"00000021221035123447000213550010000368041284148634";"http://0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"DR. RAFAEL NUNES";9000;"MA";"MA";"SÃO LUÍS";"Titular";"16382828000191";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-13 00:00:00";424;"001";2395.0;"010D6FB867B2CEBB3EC559B0D9B8B323";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"DR. RAFAEL NUNES";9000;"MA";"MA";"SÃO LUÍS";"Titular";"16382828000191";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-19 00:00:00";426;"001";2720.0;"96CB0745A0288DAE6EBD69190A181046";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"DR. RAFAEL NUNES";9000;"MA";"MA";"SÃO LUÍS";"Titular";"06025573000156";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-22 00:00:00";1473;"001";1200.0;"2C2DE83E88EA286F3973955D63A57EF2";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"DR. RAFAEL NUNES";9000;"MA";"MA";"SÃO LUÍS";"Titular";"06025573000156";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-28 00:00:00";1475;"001";800.0;"B997E6F79D7AD3C373368A8860243F07";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"DR. RAFAEL NUNES";9000;"MA";"MA";"SÃO LUÍS";"Titular";"34112884000198";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-13 00:00:00";34;"001";17000.0;"D5D569EF2EBC258645DFB3EA01147537";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"DR. RAFAEL NUNES";9000;"MA";"MA";"SÃO LUÍS";"Titular";"34112884000198";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-19 00:00:00";35;"001";13000.0;"EF213793DCECC5C2CB227692FEC26544";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"DR. RAFAEL NUNES";9000;"MA";"MA";"MARANHÃO";"Titular";"00863222000138";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-29 00:00:00";12421;"001";1000.0;"00000021220900863222000138550010000124211055560178";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"LUIZA DO FRIAGRO";2242;"MA";"MA";"MARANHÃO";"Titular";"30997222000191";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-23 00:00:00";2850;"002";10000.0;"00000021220930997222000191550020000028501717262238";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"LUIZA DO FRIAGRO";2242;"MA";"MA";"AÇAILÂNDIA";"Titular";"04672205000174";"SERV";"EL";"PREFEITURA MUNICIPAL DE AÇAILÂNDIA";"0022-09-12 00:00:00";1167;"001";540.0;"OMK3IQYA";"https://acailandia.sigiss.com.br/acailandia/contribuinte/nfe/nfe_ver.php?id=1244044&id_cadastro=171289&hash=OMK3IQYA&nfe=1167"
"26/12/2023";"12:02:27";2022;546;"LUIZA DO FRIAGRO";2242;"MA";"MA";"MARANHÃO";"Titular";"35158716000104";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-09 00:00:00";9836;"001";4450.0;"00000021220935158716000104550010000098361000098350";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"LUIZA DO FRIAGRO";2242;"MA";"MA";"MARANHÃO";"Titular";"30997222000191";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-29 00:00:00";2908;"002";5000.0;"00000021220930997222000191550020000029081143160456";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"HILDO ROCHA";1516;"MA";"MA";"IMPERATRIZ";"Titular";"36351649000102";"SERV";"0A";"PREFEITURA MUNICIPAL DE IMPERATRIZ";"0022-09-09 00:00:00";202200000000018;"   ";850.0;"00000000000000000000000000000000000000000QHKF-YGEV";"#NULO"
"26/12/2023";"12:02:27";2022;546;"HILDO ROCHA";1516;"MA";"MA";"MARANHÃO";"Titular";"11365521000240";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-06 00:00:00";42;"001";6550.0;"00000021220911365521000240550010000000421000400066";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"HILDO ROCHA";1516;"MA";"MA";"MARANHÃO";"Titular";"04496308000120";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-05 00:00:00";2117;"001";66680.0;"00000021220904496308000120550010000021171306200059";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"ZÉ CARLOS";1313;"MA";"MA";"MARANHÃO";"Titular";"09134593000153";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-30 00:00:00";8538;"001";7213.1;"00000021220909134593000153550010000085381717972028";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"ZÉ CARLOS";1313;"MA";"MA";"SÃO LUÍS";"Titular";"88764702553";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-08-31 00:00:00";444904;"001";800.0;"C4BC285FB5B1A955E01FA1FAB52BE170";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"ZÉ CARLOS";1313;"MA";"MA";"SÃO JOSÉ DE RIBAMAR";"Titular";"07172944000195";"SERV";"00";"PREFEITURA MUNICIPAL DE SÃO JOSÉ DE RIBAMAR";"0022-09-06 00:00:00";36;"NFE";52500.0;"f349f72861184088ba2827f1818b7ff3";"#NULO"
"26/12/2023";"12:02:27";2022;546;"MARIA LUCIMAR";5081;"MA";"MA";"IMPERATRIZ";"Titular";"13690439000135";"SERV";"0A";"PREFEITURA MUNICIPAL DE IMPERATRIZ";"0022-09-06 00:00:00";202200000000024;"   ";450.0;"00000000000000000000000000000000000000000WSIR-RP8P";"#NULO"
"26/12/2023";"12:02:27";2022;546;"MARIA LUCIMAR";5081;"MA";"MA";"IMPERATRIZ";"Titular";"13690439000135";"SERV";"0A";"PREFEITURA MUNICIPAL DE IMPERATRIZ";"0022-09-20 00:00:00";202200000000032;"   ";3000.0;"00000000000000000000000000000000000000000J7FV-BBOX";"#NULO"
"26/12/2023";"12:02:27";2022;546;"MARIA LUCIMAR";5081;"MA";"MA";"IMPERATRIZ";"Titular";"69554137000194";"SERV";"0A";"PREFEITURA MUNICIPAL DE IMPERATRIZ";"0022-09-06 00:00:00";202200000000198;"   ";600.0;"00000000000000000000000000000000000000000KPYH-4KMQ";"#NULO"
"26/12/2023";"12:02:27";2022;546;"FADI FARAJ";4422;"MA";"DF";"SÃO LUÍS";"Titular";"04973980000160";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-06 00:00:00";401;"001";22500.0;"8E10C7AC205585D7D7975323FB88340F";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"PROFESSOR JOAS MORAES";27;"MA";"MA";"SÃO LUÍS";"Titular";"21051523000137";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-30 00:00:00";3;"001";26500.0;"7AC8071FFDA5FE49E132A11ECB619DAF";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"PROFESSOR JOAS MORAES";27;"MA";"MA";"IMPERATRIZ";"Titular";"37423682000155";"SERV";"0A";"PREFEITURA MUNICIPAL DE IMPERATRIZ";"0022-09-19 00:00:00";202200000000022;"   ";15000.0;"000000000000000000000000000000000000000008Y3A-VFGT";"#NULO"
"26/12/2023";"12:02:27";2022;546;"PROFESSOR JOAS MORAES";27;"MA";"MA";"IMPERATRIZ";"Titular";"37423682000155";"SERV";"0A";"PREFEITURA MUNICIPAL DE IMPERATRIZ";"0022-09-26 00:00:00";202200000000023;"   ";5200.0;"00000000000000000000000000000000000000000QCPF-JMWP";"#NULO"
"26/12/2023";"12:02:27";2022;546;"PROFESSOR JOAS MORAES";27;"MA";"MA";"MARANHÃO";"Titular";"06907992000111";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-20 00:00:00";1426;"003";450.01;"00000021220906907992000111550030000014261000000016";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"PROFESSOR JOAS MORAES";27;"MA";"MA";"IMPERATRIZ";"Titular";"17080232000108";"SERV";"0A";"PREFEITURA MUNICIPAL DE IMPERATRIZ";"0022-09-21 00:00:00";202200000000062;"   ";55600.0;"00000000000000000000000000000000000000000NHVJ-P6CO";"#NULO"
"26/12/2023";"12:02:27";2022;546;"PROFESSOR JOAS MORAES";27;"MA";"MA";"MARANHÃO";"Titular";"06907992000111";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-24 00:00:00";1434;"003";765.9;"00000021220906907992000111550030000014341000000018";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"PROFESSOR JOAS MORAES";27;"MA";"MA";"SÃO LUÍS";"Titular";"17326926000174";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-30 00:00:00";2;"001";27500.0;"06B6E4C50A0CC73D29DCB6681FCD7BBA";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"LUCIA CANTANHEDE";27232;"MA";"MA";"SÃO LUÍS";"Titular";"10758129000117";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-12 00:00:00";328;"001";800.0;"434A03A23389A79F53237533513D71A9";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"NUBIA DUTRA";2345;"MA";"MA";"MARANHÃO";"Titular";"12125791000165";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-27 00:00:00";4600;"020";1000.0;"00000021220912125791000165550200000046001653142356";"http://0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"NUBIA DUTRA";2345;"MA";"MA";"SÃO LUÍS";"Titular";"26402483000144";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-05 00:00:00";523;"001";48400.0;"CFD4C34B2B9E8D0CA2CE1AE433940D67";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"NUBIA DUTRA";2345;"MA";"MA";"IMPERATRIZ";"Titular";"19362048000178";"SERV";"0A";"PREFEITURA MUNICIPAL DE IMPERATRIZ";"0022-09-12 00:00:00";202200000000001;"   ";6000.0;"00000000000000000000000000000000000000000MXOD-M9CN";"#NULO"
"26/12/2023";"12:02:27";2022;546;"NUBIA DUTRA";2345;"MA";"MA";"SÃO LUÍS";"Titular";"26402483000144";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-12 00:00:00";526;"001";9000.0;"6F4D8E9F0AF15253A7E89DBE1A512842";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"NUBIA DUTRA";2345;"MA";"MA";"MARANHÃO";"Titular";"12125791000165";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-29 00:00:00";4613;"020";5000.0;"00000021220912125791000165550200000046131033369433";"http://0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"VANIA DO MST";1333;"MA";"MA";"MARANHÃO";"Titular";"12566381372";"SERV";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-20 00:00:00";223246551;"890";80.0;"00000021220903526252000147558902232465511505531191";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"VANIA DO MST";1333;"MA";"MA";"SÃO LUÍS";"Titular";"45242502000167";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-06 00:00:00";2;"001";2940.0;"7F7D6F39A4E7D97EABC3A5F12D921C3D";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"VANIA DO MST";1333;"MA";"MA";"SÃO LUÍS";"Titular";"47078896000195";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-20 00:00:00";7;"001";13500.0;"BF9BF3154264420653803851D4E35127";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"VANIA DO MST";1333;"MA";"MA";"SÃO LUÍS";"Titular";"34825064000143";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-15 00:00:00";106;"001";20000.0;"896FDB40C7F077AA7A806729C59BE47C";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"VANIA DO MST";1333;"MA";"MA";"SÃO LUÍS";"Titular";"34825064000143";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-01 00:00:00";95;"001";16500.0;"9013E3D3C800AFEB2E1EFB74C4366600";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"VANIA DO MST";1333;"MA";"MA";"SÃO LUÍS";"Titular";"34825064000143";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-15 00:00:00";108;"001";19000.0;"F9EA0EF678933F61B8E14639AB1242AD";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"VANIA DO MST";1333;"MA";"MA";"SÃO LUÍS";"Titular";"34825064000143";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-01 00:00:00";99;"001";1400.0;"0A489D7FA2D51CC6CFC21AC1397F039D";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"VANIA DO MST";1333;"MA";"MA";"SÃO LUÍS";"Titular";"32883819000130";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-01 00:00:00";279;"001";2000.0;"6DB5B91F5E8A057F8FF92C1856DEFD5D";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"VANIA DO MST";1333;"MA";"MA";"SÃO LUÍS";"Titular";"36384619000194";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-27 00:00:00";72;"001";3000.0;"7015E16B1ED8549D59A8CD2FD4D7C5F1";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"VANIA DO MST";1333;"MA";"MA";"SÃO LUÍS";"Titular";"45242502000167";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-29 00:00:00";5;"001";24420.0;"D92546973E4A59A0A555B221D1FCB04E";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"VANIA DO MST";1333;"MA";"MA";"SÃO LUÍS";"Titular";"34825064000143";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-01 00:00:00";100;"001";19500.0;"DF91ADB41F2C9451B63808C119C4E040";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"ENF. JOSÉ CARLOS";1210;"MA";"MA";"MARANHÃO";"Titular";"07272825005416";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-08-18 00:00:00";19405;"001";649.8;"00000021220807272825005416550010000194051000194063";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"ARUILTON PAZ";4033;"MA";"MA";"MARANHÃO";"Titular";"47449031000198";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-10-21 00:00:00";544;"001";35.0;"00000021221023635173000181550010000005441013050013";"http://0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"ARUILTON PAZ";4033;"MA";"MA";"MARANHÃO";"Titular";"41386228000149";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-03 00:00:00";2409;"001";7669.84;"00000021220941386228000149550010000024091571668860";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"ARUILTON PAZ";4033;"MA";"MA";"MARANHÃO";"Titular";"04857532000362";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-05 00:00:00";510;"001";10234.0;"00000021220904857532000362550010000005101707687207";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"ANTONIO FLAVIO NOVO";3012;"MA";"MA";"LAGO DA PEDRA";"Titular";"26002575000137";"SERV";"00";"PREFEITURA MUNICIPAL DE LAGO DA PEDRA";"0022-09-08 00:00:00";39;"001";452.8;"BGUP68C42";"http://issweb/formGerarNF.jsf?nroNota=39&codVerificacao=BGUP68C42&cnpj=26002575000137&hash=251813WXGXY5DOBSHQ2RMAS8C7GE6PJ1"
"26/12/2023";"12:02:27";2022;546;"ANTONIO FLAVIO NOVO";3012;"MA";"MA";"MARANHÃO";"Titular";"31460796000199";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-26 00:00:00";177;"001";100.0;"00000021220931460796000199550010000001771874569960";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"ANTONIO FLAVIO NOVO";3012;"MA";"MA";"MARANHÃO";"Titular";"12765563000150";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-26 00:00:00";67;"001";142.0;"00000021220912765563000150550010000000671012345838";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"ANTONIO FLAVIO NOVO";3012;"MA";"MA";"MARANHÃO";"Titular";"47469950000123";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-10-07 00:00:00";2558;"001";1212.23;"00000021221007612057000190550010000025581187926137";"http://0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"DRA ADRIANA MENDES";4030;"MA";"MA";"SÃO LUÍS";"Titular";"22926469000199";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-22 00:00:00";18;"001";45000.0;"A8FCDE2DB3F545A0A330C8E01FB274DD";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"JOSIMAR MARANHÃOZINHO";2222;"MA";"MA";"MARANHÃO";"Titular";"35158716000104";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-08-26 00:00:00";9744;"001";4800.0;"00000021220835158716000104550010000097441000097438";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"JOSIMAR MARANHÃOZINHO";2222;"MA";"MA";"MARANHÃO";"Titular";"37394652000168";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-08-26 00:00:00";25;"001";589.68;"00000021220837394652000168550010000000251066045092";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"JOSIMAR MARANHÃOZINHO";2222;"MA";"MA";"MARANHÃO";"Titular";"37394652000168";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-08-26 00:00:00";60;"001";7095.0;"00000021220837394652000168550010000000601800901024";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"JOSIMAR MARANHÃOZINHO";2222;"MA";"MA";"MARANHÃO";"Titular";"41343376000186";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-21 00:00:00";9;"001";10000.0;"00000021220941343376000186550010000000091553400062";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
